id,title,filtered_words,label
R129,New Report on Election,"['citizen', 'language', 'computer', 'administration.', 'individual', 'place', 'foot', 'near', 'citizen', 'sell', 'resource.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R227,New Report on Climate Change,"['small', 'ready', 'rich', 'team.', 'though', 'trade', 'difference', 'vote', 'lead.', 'feeling', 'prepare', 'industry', 'week.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
F231,Aliens Confirmed by Sources,"['ball', 'area', 'poor', 'event.', 'share', 'bad', 'federal', 'community', 'child', 'threat', 'hope.', 'describe', 'nice.', 'wear', 'ability', 'minute.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
R066,New Report on Policy,"['father', 'trip', 'customer', 'concern', 'call', 'yes.', 'standard', 'go', 'build', 'beat', 'natural', 'more.', 'drive', 'best', 'back', 'present', 'share', 'especially.', 'official', 'measure', 'range.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
F095,Mind Control Confirmed by Sources,"['writer', 'strong', 'leg', 'season.', 'marriage', 'hair', 'policy', 'sometimes', 'tell', 'step', 'city.', 'short', 'occur', 'never', 'institution', 'pay', 'movie.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R174,New Report on Policy,"['treat', 'quality', 'tax', 'letter.', 'series', 'rate', 'pass', 'level', 'mean', 'research.', 'two', 'international', 'analysis', 'stop', 'country', 'blood', 'bill.', 'action', 'least.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R201,New Report on Public Health,"['political', 'fear', 'attention', 'middle', 'heavy.', 'institution', 'seven', 'carry', 'fast', 'red', 'visit', 'surface.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R072,New Report on Education,"['key', 'source', 'long', 'brother', 'film', 'seat.', 'bit', 'civil', 'least', 'teacher.', 'performance', 'television', 'study', 'carry', 'fall', 'space.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
R064,New Report on Research,"['manage', 'thank', 'suggest.', 'different', 'example', 'president.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
F037,Miracle Drug Confirmed by Sources,"['bill', 'phone', 'administration', 'poor.', 'suffer', 'range', 'us', 'find', 'language', 'prepare.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R170,New Report on Technology Breakthrough,"['class', 'include', 'name', 'alone', 'lose', 'range.', 'mean', 'training', 'sing.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
F110,Celebrity Scandal Confirmed by Sources,"['picture', 'real', 'see', 'tell', 'consumer.', 'leader', 'serve', 'beat', 'son', 'maintain.', 'education', 'network', 'social.', 'example', 'field', 'next.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F048,Secret Cure Confirmed by Sources,"['send', 'make', 'energy', 'hard.', 'arm', 'level', 'list', 'enough', 'know', 'cell', 'one.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F082,Hoax Confirmed by Sources,"['economic', 'next', 'decide', 'step', 'class', 'every', 'wind.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F187,Miracle Drug Confirmed by Sources,"['continue', 'event', 'hear', 'actually', 'yeah', 'military.', 'look', 'money', 'decision', 'piece', 'gas.', 'player', 'professional', 'expect', 'building', 'listen', 'mother.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
